"is_apartment","is_house","less_than_10_years_old","more_than_20_years_old","between_10_and_20_years_old","garages","administration_price","baths","lat","lng","price","price_m2","rooms","total_area_m2"
1,0,0,1,0,1,385000,1,4.646186828613281,-74.05909729003906,335000000,6442307.0,2,52.0
1,0,0,1,0,1,258000,2,4.739006042480469,-74.03618621826172,320000000,4000000.0,3,80.0
1,0,1,0,0,2,434000,2,4.725146770477295,-74.03550720214844,535000000,6220930.0,3,86.0
1,0,0,1,0,1,277000,2,4.7285614013671875,-74.04890441894531,325000000,3611111.0,3,90.0
1,0,0,0,1,1,270000,2,4.628790855407715,-74.08341979980469,630000000,7000000.0,2,90.0
0,1,0,1,0,1,210000,2,4.6383957862854,-74.0887680053711,280000000,4375000.0,3,64.0
1,0,0,0,1,2,380000,3,4.740035057067871,-74.06646728515625,490000000,4579439.0,3,107.0
1,0,0,0,1,1,250000,2,4.75600004196167,-74.03900146484375,420000000,4000000.0,3,105.0
1,0,0,1,0,1,350000,2,4.652525901794434,-74.08851623535156,450000000,5487804.0,3,82.0
1,0,1,0,0,1,185000,2,4.619354724884033,-74.06684112548828,438000000,8264150.0,1,53.0
1,0,0,0,1,1,152000,1,4.740506172180176,-74.06268310546875,255000000,4811320.0,3,53.0
1,0,0,1,0,1,350000,2,4.728000164031982,-74.04499816894531,295000000,4609375.0,2,64.0
1,0,0,1,0,1,220000,1,4.633012771606445,-74.0699462890625,232500000,5961538.0,1,39.0
1,0,0,1,0,1,661000,2,4.6974921226501465,-74.06562805175781,380000000,5277777.0,3,72.0
1,0,0,1,0,1,321900,2,4.727301120758057,-74.03932189941406,356000000,4684210.0,3,76.0
1,0,0,0,1,1,260000,2,4.75600004196167,-74.03900146484375,410000000,4659090.0,3,88.0
1,0,1,0,0,1,228000,2,4.754062652587891,-74.02386474609375,270000000,4090909.0,3,66.0
1,0,1,0,0,2,925000,3,4.646999835968018,-74.05500030517578,980000000,8448275.0,2,116.0
1,0,0,1,0,1,240000,2,4.7532124519348145,-74.02474212646484,330000000,4125000.0,3,80.0
1,0,0,1,0,1,340000,2,4.712252140045166,-74.07135009765625,310000000,4189189.0,4,74.0
1,0,1,0,0,3,1040000,3,4.64900016784668,-74.05599975585938,1400000000,1.3207547E7,2,106.0
1,0,0,1,0,1,360000,2,4.658999919891357,-74.12799835205078,510000000,4250000.0,3,120.0
1,0,0,1,0,1,295000,2,4.718999862670898,-74.03700256347656,325000000,4710144.0,3,69.0
1,0,1,0,0,1,250000,1,4.691999912261963,-74.06199645996094,415000000,8469387.0,1,49.0
1,0,0,1,0,1,230000,1,4.632861137390137,-74.07022094726562,232500000,5961538.0,1,39.0
1,0,0,1,0,1,326000,3,4.643022537231445,-74.0793228149414,450000000,3913043.0,3,115.0
1,0,0,1,0,1,265000,2,4.665910243988037,-74.13214111328125,380000000,4871794.0,3,78.0
1,0,0,1,0,1,275000,1,4.645899772644043,-74.07142639160156,268000000,5702127.0,2,47.0
1,0,0,1,0,1,480000,2,4.645776271820068,-74.07149505615234,359000000,5128571.0,2,70.0
1,0,0,1,0,2,881000,2,4.630000114440918,-74.06300354003906,1100000000,3900709.0,1,282.0
0,1,0,1,0,1,186000,2,4.661646842956543,-74.12894439697266,367000000,4959459.0,3,74.0
1,0,1,0,0,2,320000,2,4.687871932983398,-74.09491729736328,488000000,5191489.0,3,94.0
1,0,0,1,0,1,365000,2,4.649909973144531,-74.06887817382812,320000000,5333333.0,2,60.0
1,0,1,0,0,1,277000,2,4.721405982971191,-74.13228607177734,340000000,4722222.0,3,72.0
1,0,0,1,0,1,295000,2,4.726628303527832,-74.03483581542969,385000000,4277777.0,3,90.0
1,0,0,1,0,1,365000,2,4.650469779968262,-74.06867980957031,320000000,5333333.0,2,60.0
1,0,0,1,0,1,455000,3,4.726362228393555,-74.03790283203125,401000000,4505617.0,3,89.0
1,0,0,0,1,1,380700,2,4.722496509552002,-74.0363998413086,490000000,5632183.0,2,87.0
1,0,1,0,0,0,155000,1,4.706259727478027,-74.07585144042969,280000000,7179487.0,1,39.0
1,0,0,0,1,2,291900,2,4.66004753112793,-74.10990905761719,470000000,4433962.0,3,106.0
1,0,0,0,1,2,310000,3,4.74173641204834,-74.05982971191406,510000000,3953488.0,3,129.0
1,0,1,0,0,1,233000,2,4.754062652587891,-74.02386474609375,243500000,3927419.0,2,62.0
1,0,0,0,1,1,263000,2,4.663452625274658,-74.080322265625,385000000,5746268.0,3,67.0
1,0,0,0,1,2,330000,3,4.740683078765869,-74.05950164794922,485000000,5052083.0,3,96.0
1,0,1,0,0,1,320000,2,4.687798500061035,-74.094970703125,488000000,5191489.0,3,94.0
1,0,0,1,0,2,650000,3,4.694755554199219,-74.0370101928711,650000000,4924242.0,3,132.0
1,0,1,0,0,1,245000,1,4.658340930938721,-74.06172180175781,458000000,8807692.0,1,52.0
1,0,0,0,1,1,170000,2,4.767739295959473,-74.04632568359375,280000000,4117647.0,2,68.0
1,0,0,1,0,1,240000,1,4.6448140144348145,-74.10411071777344,400000000,8000000.0,2,50.0
1,0,1,0,0,2,280000,2,4.741065979003906,-74.06936645507812,495000000,6600000.0,2,75.0
1,0,0,0,1,1,400000,2,4.673953056335449,-74.08699035644531,347000000,4082352.0,3,85.0
1,0,1,0,0,2,750000,2,4.72599983215332,-74.04499816894531,600000000,6000000.0,2,100.0
1,0,0,0,1,1,250000,2,4.755344867706299,-74.03885650634766,408000000,4636363.0,3,88.0
1,0,0,0,1,1,439000,4,4.749818325042725,-74.05352020263672,475000000,4567307.0,3,104.0
1,0,0,0,1,1,210000,2,4.727991580963135,-74.040283203125,223000000,5868421.0,2,38.0
1,0,0,0,1,1,250000,2,4.755344867706299,-74.03885650634766,420500000,4163366.0,3,101.0
1,0,1,0,0,2,426000,3,4.74738883972168,-74.06941986083984,691200000,6010434.0,3,115.0
1,0,0,0,1,2,411000,2,4.636549472808838,-74.06787109375,670000000,7282608.0,3,92.0
1,0,0,1,0,2,581000,3,4.6382646560668945,-74.06024169921875,870000000,6960000.0,3,125.0
1,0,0,1,0,1,360000,2,4.646308898925781,-74.05455780029297,380000000,5588235.0,3,68.0
1,0,0,1,0,2,804314,2,4.679133892059326,-74.06220245361328,895947999,6492376.0,3,138.0
1,0,1,0,0,2,220000,3,4.685939788818359,-74.0717544555664,1200000000,9448818.0,3,127.0
1,0,1,0,0,1,238000,1,4.618967533111572,-74.06622314453125,325000000,9558823.0,1,34.0
0,1,0,1,0,1,185000,2,4.752992630004883,-74.02767181396484,250000000,4032258.0,3,62.0
0,1,0,1,0,1,185000,2,4.752987861633301,-74.02767181396484,260000000,3768115.0,3,69.0
1,0,0,1,0,2,420000,2,4.73201322555542,-74.03832244873047,480000000,4615384.0,3,104.0
1,0,0,0,1,1,256000,2,4.744160175323486,-74.05935668945312,257000000,3835820.0,3,67.0
1,0,0,1,0,0,330000,2,4.639715194702148,-74.05994415283203,450000000,5357142.0,3,84.0
1,0,1,0,0,1,472995,2,4.650147438049316,-74.05903625488281,490000000,7101449.0,1,69.0
1,0,0,1,0,1,360000,2,4.646707057952881,-74.05535125732422,380000000,5588235.0,3,68.0
1,0,0,1,0,2,320000,2,4.7313551902771,-74.03546905517578,470000000,4653465.0,3,101.0
1,0,0,1,0,2,480000,3,4.688751220703125,-74.07109069824219,590000000,4957983.0,3,119.0
1,0,1,0,0,2,275000,2,4.69655179977417,-74.08329772949219,530000000,5638297.0,3,94.0
1,0,0,1,0,1,322000,2,4.691781997680664,-74.09674072265625,289000000,5254545.0,2,55.0
1,0,1,0,0,1,245000,2,4.661623001098633,-74.13618469238281,375000000,4807692.0,3,78.0
1,0,0,1,0,1,241000,2,4.695948600769043,-74.07786560058594,360000000,4800000.0,3,75.0
1,0,1,0,0,1,267000,2,4.748887538909912,-74.06199645996094,404000000,4040000.0,3,100.0
0,1,0,1,0,2,442000,3,4.664782524108887,-74.11612701416016,670000000,4267515.0,3,157.0
1,0,0,1,0,0,333000,3,4.728578090667725,-74.0385971069336,355000000,3988764.0,3,89.0
0,1,0,1,0,2,400000,4,4.669831275939941,-74.13047790527344,660000000,3952095.0,4,167.0
1,0,0,0,1,0,332000,2,4.620083332061768,-74.06952667236328,400000000,7142857.0,1,56.0
1,0,1,0,0,1,205000,1,4.664262294769287,-74.11285400390625,414810000,9876428.0,1,42.0
1,0,0,1,0,1,365000,2,4.7180986404418945,-74.07140350341797,365000000,5447761.0,3,67.0
1,0,0,0,1,1,230000,2,4.695464134216309,-74.08289337158203,410000000,5061728.0,3,81.0
1,0,0,1,0,1,372000,3,4.7263593673706055,-74.03893280029297,380000000,4750000.0,3,80.0
1,0,0,1,0,1,50000,2,4.630051136016846,-74.09342193603516,540000000,4537815.0,3,119.0
0,1,0,0,1,1,220000,3,4.673953056335449,-74.08699035644531,400000000,5000000.0,3,80.0
1,0,0,0,1,2,500000,3,4.731204509735107,-74.0359115600586,679000000,4682758.0,4,145.0
1,0,0,0,1,2,540000,2,4.719419002532959,-74.03089904785156,590000000,5175438.0,3,114.0
1,0,0,1,0,1,210000,2,4.671000003814697,-74.1259994506836,370000000,4805194.0,3,77.0
1,0,1,0,0,2,170000,2,4.7157301902771,-74.07193756103516,300000000,7500000.0,1,40.0
1,0,0,0,1,1,285000,1,4.644225597381592,-74.05724334716797,335000000,6090909.0,1,55.0
1,0,0,1,0,2,430000,2,4.692165851593018,-74.06842041015625,500000000,5102040.0,4,98.0
1,0,0,1,0,1,178200,2,4.760386943817139,-74.04783630371094,263000000,4457627.0,2,59.0
1,0,0,1,0,1,330000,2,4.652580738067627,-74.09246826171875,650000000,6632653.0,3,98.0
1,0,0,0,1,1,250000,2,4.734222412109375,-74.0574951171875,350000000,5384615.0,3,65.0
1,0,0,0,1,1,250000,2,4.743830680847168,-74.02729034423828,290000000,3333333.0,3,87.0
1,0,0,0,1,2,320000,2,4.658417224884033,-74.12203216552734,510000000,5795454.0,3,88.0
1,0,1,0,0,2,384000,3,4.722311019897461,-74.03179168701172,590000000,5900000.0,3,100.0
1,0,1,0,0,1,300000,2,4.739792346954346,-74.05966186523438,469000000,6253333.0,3,75.0
1,0,0,1,0,1,242000,3,4.643762111663818,-74.08692932128906,525000000,5198019.0,3,101.0
1,0,1,0,0,0,302000,2,4.603958606719971,-74.07682037353516,360000000,4615384.0,3,78.0
1,0,0,1,0,1,275000,2,4.737360000610352,-74.0519027709961,290000000,3333333.0,3,87.0
1,0,0,0,1,2,294000,2,4.644000053405762,-74.05899810791016,620000000,8732394.0,1,71.0
1,0,0,1,0,1,208000,2,4.725288391113281,-74.03691101074219,245000000,4803921.0,2,51.0
1,0,0,0,1,2,400000,3,4.724111080169678,-74.04109954833984,515000000,5421052.0,3,95.0
1,0,0,1,0,1,205000,2,4.740175247192383,-74.04605102539062,276000000,4058823.0,2,68.0
1,0,0,1,0,2,400000,4,4.622794151306152,-74.09095764160156,660000000,3952095.0,4,167.0
1,0,0,0,1,1,234700,2,4.666350364685059,-74.08447265625,498000000,6148148.0,2,81.0
1,0,0,1,0,1,110000,2,4.667150497436523,-74.10543823242188,360000000,4235294.0,2,85.0
1,0,1,0,0,1,220000,2,4.745999813079834,-74.0250015258789,408000000,5230769.0,3,78.0
1,0,0,0,1,1,230000,2,4.673953056335449,-74.08699035644531,340000000,6296296.0,1,54.0
1,0,1,0,0,1,280000,2,4.7270002365112305,-74.0459976196289,650000000,7558139.0,3,86.0
1,0,0,1,0,0,238000,2,4.7679948806762695,-74.03251647949219,280000000,4057971.0,3,69.0
1,0,0,1,0,1,259000,1,4.717023849487305,-74.03023529052734,255000000,5425531.0,2,47.0
1,0,0,1,0,1,100000,1,4.725808143615723,-74.02916717529297,280000000,4590163.0,3,61.0
1,0,0,1,0,1,283700,2,4.723999977111816,-74.06900024414062,270000000,4354838.0,3,62.0
1,0,0,1,0,2,292000,2,4.728000164031982,-74.0459976196289,460000000,4380952.0,3,105.0
0,1,0,1,0,2,167000,3,4.756443977355957,-74.05721282958984,520000000,4333333.0,3,120.0
0,1,0,1,0,2,220000,4,4.696484565734863,-74.07308197021484,900000000,4347826.0,5,207.0
1,0,0,0,1,1,250000,2,4.7527971267700195,-74.06016540527344,370000000,5138888.0,3,72.0
1,0,0,1,0,1,233000,2,4.754232883453369,-74.02375793457031,243500000,3927419.0,2,62.0
1,0,0,0,1,1,219000,2,4.7170000076293945,-74.12200164794922,270000000,3802816.0,3,71.0
1,0,0,0,1,1,219000,2,4.72349739074707,-74.13629150390625,270000000,3802816.0,3,71.0
1,0,0,1,0,1,234000,3,4.766079425811768,-74.04988861083984,280000000,3456790.0,3,81.0
1,0,0,0,1,2,619000,3,4.7270002365112305,-74.04399871826172,890000000,5705128.0,3,156.0
1,0,1,0,0,1,380000,2,4.7179999351501465,-74.04000091552734,298000000,5960000.0,1,50.0
1,0,1,0,0,1,250000,2,4.683000087738037,-74.0989990234375,390000000,5270270.0,3,74.0
1,0,1,0,0,1,236000,1,4.61771821975708,-74.07193756103516,257000000,1.028E7,1,25.0
1,0,0,0,1,1,170000,2,4.741057395935059,-74.06375122070312,260000000,4905660.0,3,53.0
1,0,0,1,0,0,140000,1,4.7430572509765625,-74.06144714355469,210000000,4038461.0,3,52.0
1,0,0,0,1,1,206000,2,4.640999794006348,-74.06400299072266,270000000,7105263.0,1,38.0
1,0,0,1,0,1,367000,2,4.70546293258667,-74.0250473022461,370000000,4683544.0,2,79.0
1,0,0,1,0,1,210000,2,4.766260147094727,-74.04978942871094,290000000,3717948.0,3,78.0
0,1,0,1,0,1,263000,3,4.75,-74.06300354003906,420000000,3925233.0,3,107.0
1,0,0,1,0,2,548000,3,4.72955322265625,-74.04608154296875,600000000,7142857.0,3,84.0
0,1,0,0,1,2,750000,3,4.742474555969238,-74.08206176757812,595000000,3814102.0,3,156.0
1,0,1,0,0,2,350000,2,4.6579999923706055,-74.12799835205078,690000000,6900000.0,3,100.0
1,0,0,1,0,1,320000,2,4.726811408996582,-74.04888153076172,290000000,4328358.0,2,67.0
0,1,0,1,0,1,186000,2,4.660912990570068,-74.13006591796875,367000000,4959459.0,3,74.0
1,0,0,0,1,1,196000,2,4.663954734802246,-74.08326721191406,380000000,5277777.0,3,72.0
1,0,0,1,0,1,260000,2,4.731901168823242,-74.05796813964844,350000000,5072463.0,3,69.0
1,0,0,1,0,1,261000,2,4.6204729080200195,-74.06852722167969,470000000,6438356.0,3,73.0
1,0,0,0,1,2,350000,3,4.730721950531006,-74.03718566894531,455000000,4417475.0,3,103.0
1,0,0,1,0,1,328000,3,4.729030609130859,-74.04058074951172,350000000,4666666.0,4,75.0
1,0,0,1,0,2,427000,3,4.71999979019165,-74.03299713134766,441000000,4793478.0,3,92.0
1,0,0,1,0,1,180000,1,4.634988784790039,-74.09844970703125,330000000,5689655.0,2,58.0
1,0,0,1,0,1,320000,2,4.661522388458252,-74.11912536621094,440000000,4489795.0,3,98.0
1,0,0,1,0,1,312500,2,4.682126045227051,-74.08012390136719,435000000,4627659.0,3,94.0
1,0,0,1,0,0,230000,2,4.7208051681518555,-74.07476806640625,273000000,3455696.0,3,79.0
1,0,0,0,1,1,174000,1,4.718183994293213,-74.0714111328125,190000000,4750000.0,1,40.0
1,0,0,0,1,2,376402,2,4.723999977111816,-74.03700256347656,400000000,4705882.0,3,85.0
1,0,0,1,0,0,167000,2,4.747128009796143,-74.03650665283203,210000000,4772727.0,2,44.0
1,0,0,1,0,0,217900,1,4.7277750968933105,-74.04712677001953,193000000,4948717.0,1,39.0
1,0,0,1,0,1,416000,2,4.7203898429870605,-74.0278091430664,395000000,4497324.0,3,87.83
1,0,0,1,0,1,261000,2,4.6204729080200195,-74.06852722167969,470000000,6438356.0,3,73.0
1,0,1,0,0,2,303000,2,4.722311496734619,-74.07122802734375,381300000,5607352.0,2,68.0
1,0,0,0,1,1,225000,2,4.660608291625977,-74.11786651611328,545000000,5860215.0,3,93.0
1,0,1,0,0,2,532000,3,4.72609281539917,-74.04923248291016,600000000,6521739.0,3,92.0
0,1,1,0,0,1,495000,3,4.741581916809082,-74.08247375488281,538000000,4203125.0,3,128.0
1,0,0,1,0,1,300000,2,4.724285125732422,-74.02769470214844,310000000,4769230.0,2,65.0
1,0,1,0,0,2,750000,3,4.673953056335449,-74.08699035644531,730000000,6636363.0,3,110.0
1,0,0,1,0,0,135000,2,4.730469226837158,-74.03809356689453,209000000,6147058.0,1,34.0
1,0,0,1,0,1,317000,2,4.655897617340088,-74.11299133300781,540000000,6923076.0,3,78.0
1,0,1,0,0,1,138000,1,4.738543510437012,-74.06723022460938,355000000,7553191.0,1,47.0
0,1,0,1,0,1,220000,2,4.663955211639404,-74.13501739501953,440000000,4888888.0,3,90.0
1,0,0,1,0,1,363000,2,4.72691011428833,-74.0373764038086,320000000,4050632.0,3,79.0
1,0,0,1,0,1,365000,3,4.656480312347412,-74.10969543457031,480000000,5647058.0,4,85.0
1,0,1,0,0,2,350000,2,4.663741111755371,-74.13384246826172,535000000,6445783.0,3,83.0
0,1,0,1,0,2,371000,3,4.733775615692139,-74.03288269042969,640000000,4025157.0,3,159.0
1,0,0,0,1,2,650000,2,4.643787384033203,-74.05695343017578,650000000,7222222.0,2,90.0
1,0,1,0,0,1,400000,3,4.657552242279053,-74.12886810302734,518500000,5345360.0,3,97.0
1,0,0,0,1,2,448000,3,4.72012996673584,-74.02753448486328,495000000,5892857.0,2,84.0
1,0,1,0,0,1,350000,2,4.673953056335449,-74.08699035644531,455000000,5055555.0,3,90.0
1,0,1,0,0,1,280000,2,4.679854869842529,-74.06202697753906,360000000,8372093.0,1,43.0
1,0,1,0,0,2,280000,2,4.71999979019165,-74.03500366210938,350000000,6034482.0,2,58.0
1,0,0,1,0,1,250000,2,4.72585391998291,-74.03016662597656,380000000,4000000.0,4,95.0
1,0,0,1,0,2,332000,3,4.69524621963501,-74.07844543457031,450000000,5000000.0,3,90.0
1,0,0,0,1,0,196300,2,4.663954734802246,-74.08326721191406,370000000,4933333.0,3,75.0
1,0,1,0,0,1,449000,3,4.724735260009766,-74.03309631347656,486000000,5115789.0,3,95.0
1,0,0,1,0,1,280000,2,4.66854190826416,-74.1266098022461,305000000,4765625.0,3,64.0
0,1,0,1,0,2,352000,4,4.725020408630371,-74.05902862548828,570000000,4071428.0,3,140.0
1,0,1,0,0,1,350000,1,4.638999938964844,-74.06199645996094,370000000,5362318.0,2,69.0
1,0,0,0,1,1,270000,2,4.673953056335449,-74.08699035644531,408000000,4533333.0,3,90.0
1,0,0,0,1,2,470000,3,4.7341179847717285,-74.05744171142578,580000000,5225225.0,3,111.0
1,0,0,0,1,2,250000,2,4.750490188598633,-74.05413818359375,355000000,5220588.0,3,68.0
1,0,1,0,0,1,303000,1,4.631999969482422,-74.07499694824219,325000000,9558823.0,1,34.0
1,0,0,0,1,1,196300,2,4.663954734802246,-74.08326721191406,380000000,5277777.0,3,72.0
1,0,0,1,0,1,267000,2,4.651000022888184,-74.06199645996094,430000000,4942528.0,2,87.0
1,0,0,1,0,2,307000,2,4.723999977111816,-74.06900024414062,300000000,4838709.0,3,62.0
1,0,1,0,0,1,230000,2,4.754062652587891,-74.02386474609375,250000000,3731343.0,3,67.0
1,0,0,0,1,1,210000,2,4.660305500030518,-74.0802001953125,380000000,6551724.0,3,58.0
1,0,0,1,0,0,343000,2,4.646009922027588,-74.06070709228516,370000000,4933333.0,3,75.0
1,0,0,0,1,1,240000,2,4.658304214477539,-74.13214874267578,340000000,4722222.0,3,72.0
1,0,0,0,1,1,210000,2,4.743772983551025,-74.0543441772461,350000000,5384615.0,3,65.0
1,0,0,1,0,1,225000,1,4.728000164031982,-74.0459976196289,230000000,4107142.0,1,56.0
1,0,0,1,0,2,291000,2,4.750768661499023,-74.06617736816406,450000000,4736842.0,3,95.0
1,0,1,0,0,1,320000,3,4.658737659454346,-74.12752532958984,518000000,5340206.0,3,97.0
1,0,0,0,1,2,390000,2,4.739459037780762,-74.06771850585938,520000000,4814814.0,3,108.0
1,0,0,0,1,2,390000,3,4.734502792358398,-74.06648254394531,620000000,4428571.0,4,140.0
1,0,1,0,0,1,240000,2,4.7421393394470215,-74.06829833984375,380000000,7916666.0,1,48.0
1,0,0,1,0,1,130000,2,4.624223232269287,-74.07748413085938,455000000,3554687.0,3,128.0
1,0,0,1,0,1,520000,2,4.626999855041504,-74.06800079345703,525000000,7720588.0,1,68.0
1,0,0,0,1,1,210000,2,4.742776870727539,-74.05499267578125,325000000,4924242.0,3,66.0
1,0,1,0,0,1,320000,2,4.753653049468994,-74.05767822265625,400000000,4938271.0,3,81.0
1,0,0,1,0,1,383000,2,4.6282758712768555,-74.08162689208984,695000000,4894366.0,4,142.0
1,0,0,1,0,1,330000,3,4.724999904632568,-74.03199768066406,500000000,3030303.0,3,165.0
1,0,0,0,1,1,280000,2,4.650001049041748,-74.11306762695312,440000000,6984126.0,3,63.0
1,0,1,0,0,1,280000,2,4.739344596862793,-74.05760955810547,448000000,6588235.0,2,68.0
1,0,1,0,0,1,260000,2,4.673953056335449,-74.08699035644531,540000000,7605633.0,3,71.0
1,0,0,1,0,2,293000,2,4.653119087219238,-74.08745574951172,650000000,6842105.0,3,95.0
0,1,0,0,1,1,320000,3,4.745058536529541,-74.09095001220703,345000000,3520408.0,3,98.0
1,0,0,0,1,2,315000,2,4.725890636444092,-74.03621673583984,520000000,5777777.0,3,90.0
1,0,0,1,0,1,280000,1,4.720231533050537,-74.03543090820312,285000000,5816326.0,3,49.0
1,0,1,0,0,2,466000,3,4.721945285797119,-74.02690124511719,653400000,6534000.0,3,100.0
0,1,0,1,0,1,208000,2,4.745999813079834,-74.02799987792969,295000000,4097222.0,3,72.0
1,0,1,0,0,1,295000,2,4.644040107727051,-74.0539321899414,420000000,7636363.0,1,55.0
1,0,0,1,0,1,120000,3,4.644999980926514,-74.07499694824219,420000000,4285714.0,3,98.0
0,1,0,1,0,1,186000,2,4.6619367599487305,-74.12930297851562,367000000,4959459.0,3,74.0
1,0,0,0,1,2,300000,2,4.75593376159668,-74.03831481933594,480000000,5000000.0,3,96.0
1,0,0,1,0,0,222000,2,4.7488813400268555,-74.04119110107422,312000000,4000000.0,3,78.0
1,0,0,0,1,1,162300,2,4.724308013916016,-74.13616943359375,210000000,4375000.0,2,48.0
1,0,0,1,0,3,472000,4,4.718999862670898,-74.03500366210938,850000000,6800000.0,3,125.0
1,0,1,0,0,1,165000,1,4.7230000495910645,-74.02899932861328,265000000,6973684.0,1,38.0
1,0,1,0,0,1,410000,2,4.623000144958496,-74.072998046875,500000000,6172839.0,3,81.0
1,0,0,1,0,2,615000,3,4.735194206237793,-74.03594207763672,470000000,4311926.0,3,109.0
1,0,0,1,0,1,449000,2,4.642000198364258,-74.0530014038086,385000000,6015625.0,2,64.0
1,0,0,0,1,2,426000,3,4.7476487159729,-74.0679702758789,691200000,6010434.0,3,115.0
1,0,1,0,0,2,245000,2,4.719050407409668,-74.12934112548828,282000000,4338461.0,3,65.0
1,0,0,0,1,1,180000,2,4.766445159912109,-74.04678344726562,350000000,4166666.0,3,84.0
0,1,0,0,1,2,460000,3,4.754377841949463,-74.03840637207031,570000000,4710743.0,3,121.0
1,0,0,1,0,1,420000,2,4.682909965515137,-74.05779266357422,330000000,5500000.0,2,60.0
1,0,0,1,0,1,306000,2,4.7257490158081055,-74.0475845336914,380000000,4634146.0,3,82.0
1,0,0,0,1,1,405000,2,4.727199554443359,-74.03932189941406,355000000,4863013.0,2,73.0
1,0,1,0,0,1,306000,2,4.722605228424072,-74.02786254882812,560000000,9824561.0,1,57.0
1,0,1,0,0,1,250000,2,4.682514190673828,-74.09876251220703,400000000,5333333.0,3,75.0
1,0,1,0,0,2,400000,3,4.718001842498779,-74.04330444335938,490000000,5444444.0,2,90.0
1,0,1,0,0,1,191300,2,4.608147144317627,-74.10662841796875,325000000,6132075.0,3,53.0
0,1,0,1,0,1,220000,3,4.753307342529297,-74.0274658203125,490000000,4083333.0,3,120.0
1,0,0,1,0,1,225000,2,4.731598854064941,-74.05228424072266,280000000,5283018.0,2,53.0
1,0,0,1,0,1,225000,1,4.720231056213379,-74.03543090820312,260000000,5200000.0,2,50.0
1,0,0,1,0,2,420000,3,4.673953056335449,-74.08699035644531,520000000,5714285.0,4,91.0
1,0,0,0,1,1,230000,3,4.6223368644714355,-74.08064270019531,330000000,4852941.0,3,68.0
1,0,0,0,1,1,220000,1,4.724100112915039,-74.03105163574219,265000000,5300000.0,2,50.0
1,0,0,1,0,1,360000,2,4.634583950042725,-74.06159210205078,380000000,5588235.0,3,68.0
0,1,0,1,0,1,310000,3,4.758013725280762,-74.05843353271484,378000000,3176470.0,3,119.0
0,1,1,0,0,2,120000,5,4.667961120605469,-74.1158447265625,1600000000,2424242.0,4,660.0
0,1,1,0,0,2,100000,3,4.678407192230225,-74.07647705078125,660000000,3384615.0,5,195.0
1,0,0,0,1,2,271000,2,4.695626735687256,-74.08179473876953,570000000,7402597.0,3,77.0
1,0,0,0,1,1,260000,2,4.755344867706299,-74.03885650634766,408000000,4636363.0,3,88.0
1,0,0,0,1,1,450000,2,4.724848747253418,-74.04226684570312,331000000,5516666.0,1,60.0
1,0,0,1,0,0,145000,2,4.661657810211182,-74.08167266845703,305000000,4765625.0,3,64.0
1,0,0,1,0,1,363000,2,4.726880073547363,-74.03864288330078,320000000,4050632.0,3,79.0
1,0,0,0,1,1,233000,2,4.745449542999268,-74.02592468261719,360000000,4782146.0,3,75.28
1,0,1,0,0,1,400000,3,4.658524513244629,-74.12745666503906,518500000,5345360.0,3,97.0
1,0,1,0,0,2,400000,2,4.726545810699463,-74.04388427734375,535000000,6369047.0,2,84.0
1,0,0,1,0,2,407000,3,4.719873428344727,-74.03287506103516,590000000,5363636.0,3,110.0
1,0,0,1,0,1,360000,2,4.646707057952881,-74.05535125732422,380000000,5588235.0,3,68.0
1,0,0,1,0,2,827000,3,4.653771877288818,-74.0578842163086,880000000,5605095.0,3,157.0
1,0,1,0,0,1,450000,2,4.608392715454102,-74.06916046142578,475000000,7661290.0,2,62.0
1,0,0,1,0,1,323000,2,4.7279276847839355,-74.04917907714844,340000000,5666666.0,2,60.0
1,0,0,1,0,1,305000,2,4.72659969329834,-74.03804016113281,245000000,4900000.0,2,50.0
1,0,0,1,0,2,378000,3,4.659252166748047,-74.11177825927734,560000000,6222222.0,3,90.0
1,0,1,0,0,1,256000,2,4.741129398345947,-74.07001495361328,410000000,6029411.0,2,68.0
1,0,0,0,1,1,208000,2,4.6405768394470215,-74.12757110595703,369000000,4920000.0,3,75.0
1,0,0,0,1,1,284000,2,4.738311290740967,-74.05818939208984,400000000,5128205.0,3,78.0
1,0,0,1,0,1,295000,2,4.726627826690674,-74.03484344482422,385000000,4325842.0,3,89.0
1,0,0,1,0,2,500000,3,4.738632678985596,-74.05992126464844,810000000,6428571.0,3,126.0
1,0,0,0,1,1,220000,2,4.69450044631958,-74.06932067871094,390000000,4239130.0,3,92.0
1,0,1,0,0,1,320000,2,4.688406467437744,-74.09437561035156,488000000,5191489.0,3,94.0
0,1,0,1,0,2,100000,4,4.71642541885376,-74.07173156738281,1000000000,3496503.0,4,286.0
1,0,0,1,0,1,312000,3,4.68162202835083,-74.08106231689453,400000000,4878048.0,3,82.0
1,0,0,0,1,1,230000,2,4.724308490753174,-74.13616943359375,260000000,4193548.0,3,62.0
1,0,1,0,0,1,230000,2,4.7141571044921875,-74.06350708007812,420000000,6000000.0,2,70.0
1,0,0,1,0,1,292000,2,4.721109390258789,-74.03349304199219,296000000,4000000.0,2,74.0
1,0,0,0,1,1,233000,2,4.757999897003174,-74.02400207519531,243500000,3927419.0,2,62.0
1,0,0,1,0,1,397000,2,4.6901140213012695,-74.07157135009766,475000000,3800000.0,3,125.0
