"is_apartment","is_house","less_than_10_years_old","more_than_20_years_old","between_10_and_20_years_old","garages","administration_price","baths","lat","lng","price","price_m2","rooms","total_area_m2"
1,0,0,0,1,2,376402,2,4.723999977111816,-74.03700256347656,400000000,4705882.0,3,85.0
1,0,0,1,0,1,310000,2,4.635309219360352,-74.09624481201172,400000000,7017543.0,3,57.0
1,0,0,1,0,0,60000,2,4.648289680480957,-74.0770492553711,390000000,3333333.0,3,117.0
1,0,1,0,0,0,125000,1,4.758489608764648,-74.05201721191406,223100000,5577500.0,2,40.0
0,1,0,0,1,2,320000,3,4.699856758117676,-74.0860595703125,550000000,3873239.0,3,142.0
0,1,0,1,0,1,90000,4,4.670461177825928,-74.12981414794922,435000000,3625000.0,5,120.0
1,0,0,1,0,1,300000,2,4.637360302000047,-74.10040864399991,610000000,7472742.0,3,81.63
1,0,1,0,0,2,589000,3,4.72667121887207,-74.04800415039062,595000000,5776699.0,3,103.0
0,1,0,0,1,1,220000,3,4.744011402130127,-74.0337142944336,405000000,4132653.0,4,98.0
1,0,0,1,0,1,257000,2,4.723999977111816,-74.03800201416016,290000000,4393939.0,3,66.0
1,0,0,1,0,0,140000,1,4.7438483238220215,-74.06267547607422,211000000,3836363.0,3,55.0
0,1,0,1,0,1,150000,3,4.728968620300293,-74.11930847167969,359000000,3902173.0,3,92.0
1,0,0,1,0,1,410000,2,4.724089622497559,-74.02967834472656,399000000,3990000.0,3,100.0
1,0,0,1,0,1,200000,2,4.747045993804932,-74.06438446044922,290500000,4611111.0,3,63.0
1,0,0,1,0,1,150000,2,4.739691734313965,-74.06420135498047,250000000,4545454.0,3,55.0
0,1,0,0,1,1,317000,2,4.746978759765625,-74.08551025390625,300000000,3370786.0,3,89.0
1,0,1,0,0,0,175000,1,4.619259834289551,-74.06669616699219,283000000,9758620.0,1,29.0
1,0,0,1,0,1,450000,3,4.722387313842773,-74.02738952636719,1237500000,5500000.0,3,225.0
1,0,1,0,0,1,366000,2,4.739792346954346,-74.05966186523438,650000000,7926829.0,3,82.0
1,0,1,0,0,2,275000,2,4.716756343841553,-74.09884643554688,460000000,6388888.0,3,72.0
1,0,0,1,0,0,258000,1,4.628934860229492,-74.06632232666016,215000000,5657894.0,1,38.0
1,0,0,1,0,1,100000,3,4.695230007171631,-74.080322265625,495000000,3991935.0,3,124.0
1,0,0,1,0,1,438000,2,4.741000175476074,-74.06800079345703,379000000,4211111.0,3,90.0
1,0,1,0,0,1,350000,2,4.6539998054504395,-74.0469970703125,420000000,9767441.0,1,43.0
1,0,0,0,1,1,294900,2,4.649240016937256,-74.07914733886719,670000000,8271604.0,3,81.0
1,0,1,0,0,1,164000,2,4.673953056335449,-74.08699035644531,330000000,6346153.0,3,52.0
1,0,0,1,0,1,626000,3,4.651654243469238,-74.06373596191406,779000000,4376404.0,4,178.0
1,0,1,0,0,1,253000,2,4.744770050048828,-74.02656555175781,360000000,6000000.0,2,60.0
1,0,0,1,0,1,304700,3,4.665928840637207,-74.12594604492188,420000000,4882017.0,4,86.03
1,0,1,0,0,1,562100,2,4.610000133514404,-74.06600189208984,650000000,8024691.0,1,81.0
1,0,1,0,0,1,255000,2,4.7614336013793945,-74.04225158691406,425000000,5120481.0,3,83.0
1,0,0,1,0,1,605000,3,4.728182792663574,-74.04783630371094,390000000,4431818.0,5,88.0
1,0,1,0,0,2,413000,3,4.749000072479248,-74.06800079345703,730000000,6636363.0,3,110.0
1,0,0,0,1,2,450000,3,4.692236423492432,-74.0682373046875,570000000,5000000.0,3,114.0
1,0,0,1,0,1,335000,2,4.670310020446777,-74.11266326904297,420000000,4827586.0,3,87.0
1,0,0,0,1,1,207500,2,4.741000175476074,-74.05899810791016,311000000,5362068.0,3,58.0
1,0,1,0,0,2,381630,2,4.738839149475098,-74.06094360351562,650000000,7647058.0,2,85.0
1,0,0,1,0,1,564000,2,4.652721881866455,-74.05729675292969,620000000,6458333.0,1,96.0
0,1,0,1,0,2,478000,4,4.73330545425415,-74.03288269042969,650000000,4083171.0,4,159.19
0,1,0,1,0,2,460000,3,4.7231292724609375,-74.02904510498047,630000000,4200000.0,3,150.0
1,0,0,1,0,1,350000,3,4.709798812866211,-74.06525421142578,430000000,4056603.0,2,106.0
1,0,0,0,1,1,246700,2,4.654679298400879,-74.12977600097656,435000000,5649350.0,2,77.0
1,0,0,1,0,1,160000,2,4.728262719000043,-74.03077329799993,270000000,4204297.0,3,64.22
1,0,0,0,1,1,313000,3,4.738713264465332,-74.06012725830078,640000000,6213592.0,3,103.0
1,0,0,0,1,1,386000,3,4.673953056335449,-74.08699035644531,560000000,6292134.0,3,89.0
1,0,1,0,0,1,264000,1,4.72581672668457,-74.04251098632812,283000000,6021276.0,1,47.0
1,0,0,1,0,1,200000,1,4.631556510925293,-74.06204986572266,280000000,7179487.0,1,39.0
1,0,0,1,0,1,230000,2,4.7525315284729,-74.06331634521484,345000000,5073529.0,3,68.0
1,0,0,1,0,1,500000,2,4.7213335037231445,-74.03255462646484,380000000,3619047.0,4,105.0
1,0,0,0,1,1,350000,3,4.736959308000053,-74.05787973799994,430000000,4777777.0,3,90.0
1,0,1,0,0,2,433000,3,4.7198309898376465,-74.03538513183594,512000000,6023529.0,2,85.0
1,0,1,0,0,1,250000,2,4.646674156188965,-74.06344604492188,300000000,6122448.0,1,49.0
1,0,0,0,1,1,270000,3,4.64490270614624,-74.0844955444336,450000000,5526897.0,4,81.42
1,0,1,0,0,2,433000,3,4.7198309898376465,-74.03538513183594,512000000,6023529.0,2,85.0
1,0,0,0,1,1,290000,3,4.64434814453125,-74.085693359375,450000000,5487804.0,4,82.0
1,0,0,0,1,2,395000,3,4.6606645584106445,-74.11920928955078,860000000,7962962.0,3,108.0
1,0,0,0,1,1,233000,2,4.705022811889648,-74.02458953857422,260000000,4193548.0,3,62.0
1,0,0,0,1,2,288400,2,4.626999855041504,-74.08399963378906,545000000,6646341.0,2,82.0
1,0,0,1,0,1,240000,2,4.6395344734191895,-74.0701675415039,350000000,5384615.0,2,65.0
1,0,0,1,0,1,275000,2,4.6346025466918945,-74.09110260009766,425000000,5448717.0,3,78.0
1,0,1,0,0,1,206000,1,4.615333080291748,-74.06524658203125,390000000,8904109.0,1,43.8
1,0,0,1,0,1,317000,1,4.647548198699951,-74.05200958251953,340000000,7727272.0,1,44.0
1,0,0,0,1,2,519000,3,4.66027307510376,-74.12030029296875,660000000,4647887.0,5,142.0
1,0,0,1,0,2,350000,2,4.673953056335449,-74.08699035644531,1100000000,8800000.0,4,125.0
1,0,0,1,0,2,300000,2,4.647319793701172,-74.08024597167969,500000000,5434782.0,3,92.0
1,0,1,0,0,1,211400,2,4.725562572479248,-74.03897094726562,350000000,7291666.0,1,48.0
1,0,0,1,0,2,525000,4,4.723999977111816,-74.06099700927734,609000000,4757812.0,3,128.0
1,0,0,0,1,1,283400,2,4.7542338371276855,-74.03787231445312,402900000,5232467.0,3,77.0
1,0,1,0,0,1,250000,1,4.644974231719971,-74.05611419677734,380000000,7600000.0,1,50.0
0,1,0,1,0,1,180000,3,4.761375904083252,-74.04887390136719,370000000,4805194.0,3,77.0
1,0,1,0,0,0,288800,1,4.617031097412109,-74.0721664428711,300000000,9787928.0,1,30.65
1,0,1,0,0,2,324500,2,4.723725318908691,-74.03315734863281,730000000,8021978.0,3,91.0
1,0,0,1,0,1,267000,2,4.730999946594238,-74.03500366210938,309000000,4120000.0,3,75.0
1,0,0,1,0,1,287000,2,4.658726215362549,-74.11065673828125,462000000,6078947.0,3,76.0
1,0,0,1,0,1,460000,3,4.710323810577393,-74.06623077392578,580000000,4957264.0,3,117.0
1,0,1,0,0,1,176000,2,4.722699165344238,-74.03291320800781,427000000,8211538.0,1,52.0
1,0,0,0,1,1,265000,2,4.6601033210754395,-74.0781021118164,340000000,7906976.0,1,43.0
1,0,1,0,0,2,409000,2,4.72691535949707,-74.03807067871094,370000000,6851851.0,1,54.0
1,0,0,0,1,1,223900,2,4.7290849685668945,-74.04673767089844,371000000,7000000.0,2,53.0
1,0,1,0,0,0,200000,1,4.727570358000094,-74.0530865849999,200000000,6263701.0,1,31.93
0,1,0,1,0,2,367000,3,4.745999813079834,-74.05500030517578,584000000,4424242.0,3,132.0
1,0,1,0,0,1,300000,1,4.72565512400007,-74.03749514099991,260000000,5909090.0,1,44.0
1,0,0,0,1,1,280000,2,4.628790855407715,-74.08341979980469,545000000,7077922.0,2,77.0
1,0,0,1,0,1,612000,2,4.705253601074219,-74.02667236328125,360000000,4675324.0,3,77.0
1,0,0,1,0,1,338000,2,4.732502460479736,-74.03624725341797,520000000,5777777.0,3,90.0
0,1,0,1,0,1,145000,2,4.718503952026367,-74.1109619140625,365000000,5069444.0,4,72.0
1,0,0,1,0,1,636000,2,4.645216464996338,-74.06114196777344,438000000,5918918.0,3,74.0
1,0,0,0,1,1,481000,3,4.741000175476074,-74.06099700927734,500000000,5208333.0,3,96.0
1,0,0,1,0,1,160000,1,4.630601406097412,-74.06582641601562,280000000,6086956.0,1,46.0
0,1,0,1,0,1,100000,4,4.678407192230225,-74.07647705078125,850000000,4473684.0,3,190.0
1,0,0,1,0,1,250000,2,4.732766628265381,-74.03602600097656,320000000,3200000.0,3,100.0
0,1,0,1,0,4,430000,3,4.69175910949707,-74.07027435302734,1150000000,3194444.0,3,360.0
1,0,0,0,1,1,236000,2,4.723433017730713,-74.02849578857422,308000000,6416666.0,1,48.0
1,0,0,1,0,1,668000,2,4.725459575653076,-74.03526306152344,290000000,2636363.0,3,110.0
1,0,0,1,0,0,60000,1,4.632282733917236,-74.06999969482422,159000000,6360000.0,1,25.0
1,0,1,0,0,1,256000,2,4.649881362915039,-74.0802001953125,380000000,5937500.0,1,64.0
1,0,1,0,0,1,198500,2,4.724557876586914,-74.13333129882812,300000000,4477611.0,3,67.0
1,0,0,0,1,2,550000,3,4.725616931915283,-74.03564453125,545000000,4954545.0,3,110.0
1,0,0,1,0,0,191000,1,4.63100004196167,-74.06500244140625,150000000,7500000.0,1,20.0
1,0,1,0,0,2,320000,2,4.732132911682129,-74.0337142944336,530000000,4862385.0,3,109.0
1,0,0,1,0,1,390000,2,4.727754922000089,-74.04872801499994,335000000,5000000.0,3,67.0
1,0,0,0,1,2,481000,3,4.740581035614014,-74.06007385253906,500000000,5208333.0,3,96.0
1,0,0,1,0,1,508000,2,4.643470764160156,-74.0591049194336,450000000,5421686.0,2,83.0
1,0,0,1,0,0,176000,2,4.66456937789917,-74.13349151611328,229000000,3754098.0,3,61.0
1,0,0,1,0,1,347000,2,4.651325225830078,-74.07971954345703,380000000,5507246.0,2,69.0
1,0,0,1,0,1,628000,3,4.652731418609619,-74.06795501708984,450000000,3913043.0,3,115.0
0,1,0,1,0,2,307000,3,4.746321201324463,-74.03238677978516,600000000,4958677.0,3,121.0
1,0,0,0,1,0,320000,1,4.6146440505981445,-74.07177734375,335000000,5677966.0,2,59.0
1,0,1,0,0,1,400000,2,4.751819133758545,-74.05707550048828,465000000,5250084.0,3,88.57
1,0,1,0,0,0,125000,1,4.758489608764648,-74.05201721191406,210000000,5384615.0,1,39.0
1,0,1,0,0,0,177000,1,4.7430572509765625,-74.06144714355469,219000000,4211538.0,3,52.0
1,0,1,0,0,0,257000,1,4.616977691650391,-74.08106994628906,270000000,1.125E7,1,24.0
1,0,0,0,1,1,414500,1,4.600946426391602,-74.07039642333984,360000000,5625000.0,1,64.0
1,0,1,0,0,1,206000,2,4.6229095458984375,-74.09160614013672,495000000,7615384.0,2,65.0
1,0,0,0,1,1,488800,2,4.63700008392334,-74.07599639892578,462000000,6000000.0,2,77.0
1,0,0,1,0,1,369000,3,4.729844093322754,-74.0384750366211,370000000,4683544.0,3,79.0
1,0,0,1,0,1,460000,2,4.643885135650635,-74.06954956054688,350000000,6034482.0,2,58.0
1,0,0,1,0,1,350000,3,4.718318462371826,-74.03433227539062,330000000,4400000.0,3,75.0
1,0,0,1,0,2,421000,3,4.73199987411499,-74.052001953125,580000000,5178571.0,3,112.0
1,0,0,1,0,1,180000,2,4.761375904083252,-74.04887390136719,350000000,5737704.0,3,61.0
1,0,0,1,0,1,344000,2,4.634695053100586,-74.09667205810547,390000000,5820895.0,3,67.0
1,0,0,1,0,1,347000,2,4.659521102905273,-74.1092758178711,670000000,9852941.0,2,68.0
1,0,1,0,0,1,320000,2,4.72318696975708,-74.12989807128906,365000000,4294117.0,3,85.0
1,0,1,0,0,1,140000,2,4.715089797973633,-74.1220932006836,215000000,3524590.0,2,61.0
1,0,1,0,0,1,316000,2,4.72599983215332,-74.03299713134766,520000000,6582278.0,3,79.0
1,0,0,1,0,1,180000,2,4.650282382965088,-74.12969970703125,320000000,6153846.0,2,52.0
1,0,0,1,0,1,327000,2,4.650931358337402,-74.05825805664062,590000000,8805970.0,2,67.0
1,0,0,0,1,1,207500,2,4.740538120269775,-74.05897521972656,311000000,5362068.0,3,58.0
1,0,0,0,1,2,283000,2,4.754454612731934,-74.06678771972656,449000000,5160919.0,3,87.0
1,0,0,1,0,2,500000,2,4.726483345031738,-74.03186798095703,390000000,4285714.0,3,91.0
1,0,0,1,0,1,223900,2,4.730000019073486,-74.03900146484375,371000000,7000000.0,2,53.0
0,1,0,1,0,2,135000,4,4.737595081329346,-74.04041290283203,650000000,4333333.0,3,150.0
1,0,0,0,1,1,457000,2,4.725834846496582,-74.03968811035156,503000000,4657407.0,3,108.0
1,0,1,0,0,2,350000,2,4.663947582244873,-74.13373565673828,535000000,6445783.0,3,83.0
1,0,0,1,0,2,300000,2,4.646894931793213,-74.10356140136719,700000000,7777777.0,3,90.0
1,0,0,0,1,2,550000,3,4.727535724639893,-74.04342651367188,555000000,5138888.0,3,108.0
1,0,0,1,0,0,300000,2,4.635000228881836,-74.06400299072266,350000000,5000000.0,2,70.0
1,0,1,0,0,1,300000,2,4.722089767456055,-74.12923431396484,310000000,4428571.0,3,70.0
1,0,1,0,0,1,226000,2,4.655920028686523,-74.07703399658203,530000000,7464788.0,3,71.0
1,0,0,0,1,1,300000,2,4.7561421394348145,-74.03834533691406,450000000,4687500.0,3,96.0
1,0,0,1,0,1,410000,2,4.6479997634887695,-74.08000183105469,720000000,1.2857142E7,2,56.0
1,0,1,0,0,2,270000,2,4.72710370100009,-74.03911520299995,320000000,7619047.0,1,42.0
0,1,0,1,0,2,80000,4,4.666510581970215,-74.11713409423828,790000000,2633333.0,4,300.0
1,0,1,0,0,2,600000,3,4.642644882202148,-74.05874633789062,700000000,8750000.0,2,80.0
1,0,1,0,0,2,450000,3,4.754015922546387,-74.04106140136719,570000000,5277777.0,3,108.0
1,0,1,0,0,1,265000,2,4.743968486785889,-74.02815246582031,399900000,4760714.0,3,84.0
1,0,0,1,0,1,350000,2,4.681398391723633,-74.07669067382812,410500000,4429696.0,2,92.67
1,0,1,0,0,0,83000,1,4.746903419494629,-74.06179809570312,230000000,5750000.0,2,40.0
1,0,1,0,0,0,125000,1,4.758415322522826,-74.05222118870479,250000000,6410256.0,2,39.0
1,0,1,0,0,1,350000,2,4.625683808754392,-74.1243744214999,410000000,4721326.0,3,86.84
0,1,0,1,0,1,250000,3,4.760854721069336,-74.04901885986328,380000000,3877551.0,4,98.0
1,0,0,0,1,2,200000,2,4.6655603059932815,-74.13256546597688,405000000,5625000.0,3,72.0
1,0,1,0,0,1,180000,2,4.738266381000074,-74.06972452999992,300000000,5172413.0,3,58.0
1,0,0,0,1,1,270000,2,4.725597381591797,-74.03254699707031,360000000,5625000.0,2,64.0
1,0,0,0,1,1,270000,2,4.725597381591797,-74.03254699707031,360000000,5625000.0,2,64.0
1,0,0,1,0,1,233000,2,4.7371516490000545,-74.05126921399994,278000000,4412698.0,2,63.0
1,0,1,0,0,1,219600,2,4.74122428894043,-74.05805206298828,380000000,6333333.0,2,60.0
0,1,0,1,0,4,500000,4,4.72085495500005,-74.07311880799996,890000000,3787234.0,4,235.0
1,0,0,1,0,1,150000,2,4.736091136932373,-74.05024719238281,230000000,3709677.0,2,62.0
1,0,1,0,0,2,330000,3,4.7416486740112305,-74.05961608886719,532000000,6114942.0,3,87.0
1,0,0,1,0,1,300000,2,4.724329471588135,-74.02930450439453,270000000,3857142.0,3,70.0
1,0,1,0,0,1,219600,2,4.741221904754639,-74.05646514892578,380000000,6333333.0,2,60.0
1,0,0,1,0,1,301000,1,4.727041244506836,-74.03534698486328,260000000,5200000.0,2,50.0
1,0,0,1,0,1,632000,2,4.644813060760498,-74.05750274658203,580000000,6590909.0,3,88.0
1,0,0,1,0,1,342300,2,4.740196228027344,-74.06816864013672,399000000,5782608.0,3,69.0
1,0,0,1,0,2,480000,4,4.725578621000068,-74.0396056649999,450000000,4500000.0,3,100.0
1,0,0,0,1,1,265000,2,4.755604899000048,-74.02365812499994,350000000,3500000.0,3,100.0
1,0,0,1,0,1,40000,1,4.724769251000055,-74.0287827329999,198500000,4962500.0,1,40.0
1,0,0,0,1,1,256000,2,4.695464257000083,-74.08289217899994,475000000,5792682.0,3,82.0
1,0,0,1,0,1,250000,2,4.629917144775391,-74.06311798095703,270000000,6000000.0,2,45.0
1,0,0,0,1,0,211000,2,4.658035823000091,-74.12842417299993,280000000,5185185.0,3,54.0
0,1,0,1,0,1,240000,3,4.665271759033203,-74.12831115722656,550000000,4824561.0,4,114.0
1,0,0,0,1,1,337000,2,4.700853471000073,-74.08640830299993,465000000,5535714.0,3,84.0
1,0,0,0,1,1,450000,3,4.651418209075928,-74.10928344726562,650000000,7222222.0,3,90.0
1,0,0,1,0,1,207000,2,4.741335868835449,-74.0592041015625,311000000,5362068.0,3,58.0
1,0,0,1,0,1,410000,2,4.669036865234375,-74.0631103515625,439000000,3954954.0,3,111.0
1,0,0,0,1,2,350000,3,4.740035057067871,-74.06646728515625,480000000,5517241.0,3,87.0
1,0,0,1,0,1,433000,3,4.7168073654174805,-74.0320816040039,365000000,4740259.0,2,77.0
1,0,0,1,0,1,200000,2,4.727900395000063,-74.02926028299993,290000000,4328358.0,3,67.0
1,0,0,1,0,2,350000,3,4.69524621963501,-74.07844543457031,427000000,4744444.0,3,90.0
1,0,0,1,0,1,180000,2,4.755372047424316,-74.04344177246094,250000000,4901960.0,2,51.0
1,0,0,1,0,0,150000,1,4.633171776000041,-74.08955225199992,185000000,6607142.0,1,28.0
1,0,1,0,0,2,420000,2,4.724522836000062,-74.0368477099999,470000000,6619718.0,2,71.0
0,1,1,0,0,2,400000,3,4.669013463176524,-74.13002268320918,630000000,4708520.0,4,133.8
1,0,1,0,0,2,342000,3,4.738883018493652,-74.06730651855469,795000000,6625000.0,3,120.0
1,0,0,1,0,1,280000,2,4.642151832580566,-74.0874252319336,470000000,5257270.0,3,89.4
1,0,0,1,0,1,270000,2,4.695633888244629,-74.07524871826172,396000000,4771084.0,3,83.0
1,0,0,0,1,1,140000,1,4.635509014129639,-74.0607681274414,210000000,7000000.0,1,30.0
1,0,0,1,0,1,348639,2,4.731834888458252,-74.0530776977539,289000000,4378787.0,3,66.0
1,0,0,1,0,1,400000,2,4.742653846740723,-74.05641174316406,530000000,6091954.0,3,87.0
1,0,0,1,0,1,380000,3,4.729739189147949,-74.0491943359375,480000000,4615384.0,3,104.0
1,0,0,1,0,1,526000,2,4.706999778747559,-74.04900360107422,329900000,4646478.0,2,71.0
1,0,0,1,0,1,390000,2,4.64784049987793,-74.0696029663086,750000000,8064516.0,2,93.0
1,0,0,1,0,0,266000,1,4.728480339050293,-74.04280853271484,225000000,4500000.0,2,50.0
1,0,0,0,1,2,470000,3,4.7402143478393555,-74.06649017333984,550000000,5555555.0,3,99.0
1,0,0,0,1,1,217560,2,4.739984035491943,-74.03569793701172,220000000,4583333.0,3,48.0
1,0,0,1,0,1,270000,2,4.661746501922607,-74.1253890991211,340000000,5074626.0,3,67.0
1,0,0,1,0,2,560300,2,4.721254825592041,-74.02877044677734,498000000,4742857.0,3,105.0
1,0,0,1,0,0,331000,2,4.728084087371826,-74.0477294921875,380000000,5428571.0,3,70.0
1,0,0,0,1,1,310000,1,4.627672,-74.066508,315000000,7000000.0,1,45.0
1,0,0,0,1,1,478000,2,4.720380783081055,-74.04410552978516,380000000,5937500.0,1,64.0
1,0,1,0,0,2,340000,3,4.73801469600005,-74.06626330899991,795000000,6680672.0,3,119.0
1,0,0,0,1,1,327700,2,4.659326553344727,-74.11974334716797,485000000,5511363.0,3,88.0
1,0,0,0,1,2,530000,3,4.730358123779297,-74.03662109375,570000000,4619124.0,3,123.4
1,0,0,0,1,1,205000,2,4.724845886230469,-74.13589477539062,240000000,4444444.0,3,54.0
1,0,0,1,0,0,340000,2,4.63700008392334,-74.06400299072266,560000000,5773195.0,2,97.0
0,1,0,1,0,2,367000,3,4.744306564331055,-74.05658721923828,584000000,4424242.0,3,132.0
1,0,0,1,0,2,668000,2,4.721372127532959,-74.03866577148438,397000000,4841463.0,3,82.0
1,0,0,0,1,0,149000,2,4.723771095275879,-74.13567352294922,208000000,3781818.0,3,55.0
1,0,1,0,0,2,801590,3,4.6805596351623535,-74.06212615966797,834062000,6043927.0,3,138.0
1,0,0,0,1,1,340000,2,4.614430904388428,-74.07096862792969,400000000,6349206.0,2,63.0
1,0,1,0,0,1,249300,2,4.7252326011657715,-74.03706359863281,355000000,6574074.0,1,54.0
1,0,0,1,0,1,357000,3,4.727871894836426,-74.03907012939453,465000000,5670731.0,2,82.0
0,1,0,1,0,2,130000,3,4.684999942779541,-74.06999969482422,800000000,3827751.0,4,209.0
1,0,0,1,0,1,341000,2,4.679999828338623,-74.1050033569336,329000000,4984848.0,3,66.0
0,1,0,1,0,1,380000,3,4.73231840133667,-74.05577087402344,420000000,4375000.0,3,96.0
1,0,0,1,0,1,360000,3,4.640999794006348,-74.08899688720703,979000000,6316129.0,3,155.0
1,0,0,0,1,1,250000,2,4.666769981384277,-74.08441925048828,540000000,6067415.0,3,89.0
1,0,0,1,0,2,220000,2,4.634979248046875,-74.06433868408203,480000000,4897959.0,3,98.0
1,0,0,1,0,1,509500,2,4.722017288208008,-74.03174591064453,409000000,4445652.0,3,92.0
1,0,0,0,1,1,176000,3,4.740538120269775,-74.05897521972656,327000000,5637931.0,3,58.0
1,0,0,0,1,1,590000,2,4.69028902053833,-74.06759643554688,535000000,5815217.0,3,92.0
0,1,0,1,0,2,378000,3,4.720425128936768,-74.03746795654297,650000000,4545454.0,3,143.0
1,0,1,0,0,2,371000,2,4.7111358642578125,-74.0281982421875,520000000,6190476.0,2,84.0
1,0,0,0,1,1,207500,2,4.741335868835449,-74.0592041015625,311000000,5362068.0,3,58.0
1,0,1,0,0,1,680000,2,4.68685245513916,-74.04344177246094,470000000,5222222.0,3,90.0
1,0,0,1,0,2,231000,2,4.7342610359191895,-74.05274963378906,310000000,4133333.0,2,75.0
1,0,0,1,0,1,318000,2,4.744201183319092,-74.0311508178711,320000000,4848484.0,3,66.0
1,0,1,0,0,2,518000,2,4.752017498016357,-74.02503967285156,610000000,5922330.0,3,103.0
1,0,1,0,0,1,245000,2,4.72495698928833,-74.13156127929688,280000000,5090909.0,3,55.0
1,0,0,0,1,1,228000,2,4.740201950073242,-74.05754852294922,375000000,5357142.0,3,70.0
1,0,0,0,1,2,469800,3,4.72208833694458,-74.03202819824219,620000000,6138613.0,3,101.0
1,0,0,0,1,1,185000,2,4.645514011383057,-74.05474853515625,396000000,7764705.0,1,51.0
1,0,1,0,0,2,235400,2,4.7222418785095215,-74.02965545654297,437400000,8100000.0,1,54.0
1,0,1,0,0,1,270400,2,4.620602607727051,-74.11775970458984,380000000,6333333.0,3,60.0
1,0,0,1,0,1,320000,2,4.632962226867676,-74.09750366210938,399000000,6234375.0,3,64.0
1,0,0,1,0,0,124000,1,4.7236762046813965,-74.03863525390625,195000000,4756097.0,1,41.0
0,1,0,1,0,2,385000,4,4.668467044830322,-74.1291732788086,700000000,4242424.0,5,165.0
1,0,0,1,0,1,414000,3,4.643645286560059,-74.08138275146484,450000000,4838709.0,3,93.0
1,0,0,0,1,1,328000,1,4.639051914215088,-74.06011962890625,320000000,6400000.0,1,50.0
1,0,1,0,0,1,230000,2,4.7421393394470215,-74.06829833984375,340000000,6666666.0,1,51.0
1,0,1,0,0,1,289000,2,4.6378960609436035,-74.12523651123047,499000000,5197916.0,3,96.0
1,0,1,0,0,1,280000,2,4.753653049468994,-74.05767822265625,380000000,5671641.0,2,67.0
1,0,1,0,0,2,280000,3,4.741219520568848,-74.07003021240234,620000000,5166666.0,3,120.0
1,0,0,1,0,1,380000,2,4.7233076095581055,-74.03691864013672,350000000,4268292.0,3,82.0
0,1,0,1,0,1,276000,3,4.744999885559082,-74.06800079345703,480000000,6233766.0,3,77.0
1,0,0,1,0,1,190000,2,4.614999771118164,-74.06900024414062,340000000,5074626.0,3,67.0
1,0,0,1,0,0,200000,2,4.626484394073486,-74.07089233398438,430000000,5375000.0,2,80.0
1,0,0,1,0,1,100000,3,4.6302924156188965,-74.09428405761719,600000000,4580152.0,4,131.0
1,0,0,1,0,2,510000,2,4.726041793823242,-74.03685760498047,599000000,4607692.0,4,130.0
1,0,0,1,0,1,562000,2,4.646316051483154,-74.07263946533203,450000000,5487804.0,3,82.0
1,0,1,0,0,1,271400,2,4.734007358551025,-74.0250015258789,420000000,5833333.0,3,72.0
1,0,0,1,0,0,383000,2,4.642815113067627,-74.1019058227539,500000000,6493506.0,3,77.0
1,0,1,0,0,1,175800,2,4.649164199829102,-74.1445541381836,322000000,4735294.0,3,68.0
1,0,0,1,0,1,363600,2,4.729538917541504,-74.03347778320312,482130000,4970412.0,2,97.0
1,0,1,0,0,0,282000,1,4.6176347732543945,-74.0719985961914,320000000,1.1034482E7,1,29.0
1,0,0,1,0,1,122000,2,4.737760543823242,-74.0454330444336,350000000,4929577.0,3,71.0
1,0,1,0,0,2,140000,1,4.735964775085449,-74.0661849975586,380000000,7307692.0,1,52.0
1,0,0,0,1,2,400000,2,4.733889579772949,-74.05672454833984,450000000,5357142.0,3,84.0
1,0,0,0,1,1,265000,2,4.655514717102051,-74.12890625,420000000,6666666.0,3,63.0
1,0,0,1,0,1,380000,2,4.7179155349731445,-74.0730972290039,420000000,3281250.0,3,128.0
1,0,0,1,0,0,168000,1,4.632999897003174,-74.07499694824219,440000000,8800000.0,2,50.0
1,0,0,1,0,1,735000,3,4.719546318054199,-74.02906799316406,578000000,4378787.0,3,132.0
1,0,0,1,0,1,140000,1,4.7385430335998535,-74.06716918945312,372760000,7765833.0,1,48.0
1,0,1,0,0,2,250000,2,4.6690354347229,-74.1034164428711,420000000,6176470.0,3,68.0
1,0,0,1,0,1,333000,3,4.708965301513672,-74.067138671875,410000000,4019607.0,3,102.0
1,0,0,1,0,0,300000,2,4.629330158233643,-74.06352996826172,395000000,4388888.0,3,90.0
1,0,0,1,0,1,367000,3,4.568999767303467,-74.16999816894531,393000000,4517241.0,3,87.0
1,0,0,0,1,1,312000,3,4.730706691741943,-74.03389739990234,450000000,5000000.0,3,90.0
1,0,0,0,1,2,470000,4,4.745467185974121,-74.06906127929688,690000000,5433070.0,3,127.0
1,0,0,1,0,1,240000,2,4.739521026611328,-74.06633758544922,380000000,4634146.0,3,82.0
1,0,0,1,0,2,431000,2,4.729825019836426,-74.03570556640625,500000000,5000000.0,3,100.0
1,0,0,0,1,2,480000,2,4.7226948738098145,-74.03252410888672,530000000,5698924.0,3,93.0
1,0,1,0,0,1,295000,2,4.62606954574585,-74.12384796142578,411000000,5708333.0,3,72.0
1,0,0,1,0,2,468000,2,4.687244415283203,-74.07354736328125,480000000,3962357.0,3,121.14
0,1,0,1,0,1,282000,3,4.748823642730713,-74.08489227294922,350000000,3398058.0,3,103.0
1,0,1,0,0,1,270000,2,4.63864278793335,-74.12468719482422,590000000,6145833.0,3,96.0
